date,max_block_number
2019-02-08,7195348
2019-02-09,7200248
2019-02-10,7204546
2019-02-11,7208741
2019-02-12,7213014
2019-02-13,7217183
2019-02-14,7221349
2019-02-15,7225507
2019-02-16,7229731
2019-02-17,7233870
2019-02-18,7238066
2019-02-19,7242354
2019-02-20,7246596
2019-02-21,7250848
2019-02-22,7255086
2019-02-23,7259439
2019-02-24,7263693
2019-02-25,7267931
2019-02-26,7272212
2019-02-27,7276493
2019-02-28,7280859
2019-03-01,7286853
2019-03-02,7293255
2019-03-03,7299634
2019-03-04,7306018
2019-03-05,7312447
2019-03-06,7318846
2019-03-07,7325284
2019-03-08,7331672
2019-03-09,7338052
2019-03-10,7344565
2019-03-11,7350954
2019-03-12,7357407
2019-03-13,7363806
2019-03-14,7370228
2019-03-15,7376652
2019-03-16,7383163
2019-03-17,7389578
2019-03-18,7395946
2019-03-19,7402362
2019-03-20,7408837
2019-03-21,7415209
2019-03-22,7421618
2019-03-23,7428049
2019-03-24,7434481
2019-03-25,7440910
2019-03-26,7447268
2019-03-27,7453726
2019-03-28,7460099
2019-03-29,7466468
2019-03-30,7472839
2019-03-31,7479256
2019-04-01,7485676
2019-04-02,7492033
2019-04-03,7498369
2019-04-04,7504775
2019-04-05,7511202
2019-04-06,7517654
2019-04-07,7524130
2019-04-08,7530571
2019-04-09,7537001
2019-04-10,7543456
2019-04-11,7549840
2019-04-12,7556260
2019-04-13,7562743
2019-04-14,7569165
2019-04-15,7575608
2019-04-16,7582016
2019-04-17,7588397
2019-04-18,7594803
2019-04-19,7601252
2019-04-20,7607622
2019-04-21,7614084
2019-04-22,7620513
2019-04-23,7626809
2019-04-24,7633201
2019-04-25,7639667
2019-04-26,7646120
2019-04-27,7652596
2019-04-28,7658985
2019-04-29,7665437
2019-04-30,7671849
2019-05-01,7678314
2019-05-02,7684756
2019-05-03,7691097
2019-05-04,7697627
2019-05-05,7704013
2019-05-06,7710372
2019-05-07,7716767
2019-05-08,7723103
2019-05-09,7729467
2019-05-10,7735906
2019-05-11,7742302
2019-05-12,7748743
2019-05-13,7755103
2019-05-14,7761573
2019-05-15,7768043
2019-05-16,7774385
2019-05-17,7780824
2019-05-18,7787226
2019-05-19,7793612
2019-05-20,7799961
2019-05-21,7806300
2019-05-22,7812701
2019-05-23,7819030
2019-05-24,7825422
2019-05-25,7831948
2019-05-26,7838376
2019-05-27,7844769
2019-05-28,7851111
2019-05-29,7857647
2019-05-30,7863948
2019-05-31,7870424
2019-06-01,7876790
2019-06-02,7883176
2019-06-03,7889498
2019-06-04,7895899
2019-06-05,7902297
2019-06-06,7908749
2019-06-07,7915094
2019-06-08,7921431
2019-06-09,7927799
2019-06-10,7934246
2019-06-11,7940638
2019-06-12,7947010
2019-06-13,7953427
2019-06-14,7959837
2019-06-15,7966205
2019-06-16,7972641
2019-06-17,7979021
2019-06-18,7985390
2019-06-19,7991787
2019-06-20,7998184
2019-06-21,8004516
2019-06-22,8010973
2019-06-23,8017373
2019-06-24,8023809
2019-06-25,8030231
2019-06-26,8036652
2019-06-27,8043038
2019-06-28,8049433
2019-06-29,8055866
2019-06-30,8062292
2019-07-01,8068726
2019-07-02,8075133
2019-07-03,8081530
2019-07-04,8087941
2019-07-05,8094320
2019-07-06,8100803
2019-07-07,8107285
2019-07-08,8113704
2019-07-09,8120157
2019-07-10,8126555
2019-07-11,8132991
2019-07-12,8139330
2019-07-13,8145768
2019-07-14,8152293
2019-07-15,8158639
2019-07-16,8164957
2019-07-17,8171338
2019-07-18,8177816
2019-07-19,8184180
2019-07-20,8190684
2019-07-21,8197087
2019-07-22,8203568
2019-07-23,8210045
2019-07-24,8216481
2019-07-25,8222839
2019-07-26,8229290
2019-07-27,8235767
2019-07-28,8242225
2019-07-29,8248604
2019-07-30,8255106
2019-07-31,8261511
2019-08-01,8267854
2019-08-02,8274365
2019-08-03,8280837
2019-08-04,8287272
2019-08-05,8293717
2019-08-06,8300167
2019-08-07,8306649
2019-08-08,8313033
2019-08-09,8319453
2019-08-10,8325949
2019-08-11,8332372
2019-08-12,8338856
2019-08-13,8345283
2019-08-14,8351742
2019-08-15,8358155
2019-08-16,8364604
2019-08-17,8371084
2019-08-18,8377521
2019-08-19,8383895
2019-08-20,8390327
2019-08-21,8396776
2019-08-22,8403176
2019-08-23,8409644
2019-08-24,8415959
2019-08-25,8422531
2019-08-26,8428894
2019-08-27,8435309
2019-08-28,8441719
2019-08-29,8448212
2019-08-30,8454626
2019-08-31,8461046
2019-09-01,8467448
2019-09-02,8473880
2019-09-03,8480281
2019-09-04,8486673
2019-09-05,8493122
2019-09-06,8499505
2019-09-07,8505933
2019-09-08,8512335
2019-09-09,8518769
2019-09-10,8525157
2019-09-11,8531594
2019-09-12,8538030
2019-09-13,8544343
2019-09-14,8550783
2019-09-15,8557160
2019-09-16,8563615
2019-09-17,8570044
2019-09-18,8576521
2019-09-19,8582848
2019-09-20,8589299
2019-09-21,8595691
2019-09-22,8602082
2019-09-23,8608530
2019-09-24,8614806
2019-09-25,8621190
2019-09-26,8627593
2019-09-27,8633930
2019-09-28,8640368
2019-09-29,8646786
2019-09-30,8653170
2019-10-01,8659596
2019-10-02,8665933
2019-10-03,8672333
2019-10-04,8678773
2019-10-05,8685214
2019-10-06,8691663
2019-10-07,8698027
2019-10-08,8704379
2019-10-09,8710741
2019-10-10,8717085
2019-10-11,8723444
2019-10-12,8729773
2019-10-13,8736147
2019-10-14,8742534
2019-10-15,8748965
2019-10-16,8755297
2019-10-17,8761597
2019-10-18,8767925
2019-10-19,8774279
2019-10-20,8780646
2019-10-21,8786939
2019-10-22,8793351
2019-10-23,8799735
2019-10-24,8805999
2019-10-25,8812126
2019-10-26,8818393
2019-10-27,8824567
2019-10-28,8830809
2019-10-29,8837020
2019-10-30,8843254
2019-10-31,8849470
2019-11-01,8855749
2019-11-02,8861915
2019-11-03,8868185
2019-11-04,8874381
2019-11-05,8880608
2019-11-06,8886811
2019-11-07,8892978
2019-11-08,8899167
2019-11-09,8905304
2019-11-10,8911305
2019-11-11,8917289
2019-11-12,8923311
2019-11-13,8929324
2019-11-14,8935354
2019-11-15,8941340
2019-11-16,8947354
2019-11-17,8953377
2019-11-18,8959358
2019-11-19,8965254
2019-11-20,8971244
2019-11-21,8977314
2019-11-22,8983277
2019-11-23,8989331
2019-11-24,8995344
2019-11-25,9001245
2019-11-26,9006908
2019-11-27,9012564
2019-11-28,9018190
2019-11-29,9023807
2019-11-30,9029509
2019-12-01,9035117
2019-12-02,9040785
2019-12-03,9046419
2019-12-04,9051991
2019-12-05,9057614
2019-12-06,9063220
2019-12-07,9068881
2019-12-08,9074508
2019-12-09,9080155
2019-12-10,9085851
2019-12-11,9091431
2019-12-12,9097137
2019-12-13,9102610
2019-12-14,9107741
2019-12-15,9112868
2019-12-16,9117964
2019-12-17,9123014
2019-12-18,9128003
2019-12-19,9133018
2019-12-20,9138007
2019-12-21,9143085
2019-12-22,9148078
2019-12-23,9153076
2019-12-24,9158150
2019-12-25,9163138
2019-12-26,9168133
2019-12-27,9173157
2019-12-28,9178228
2019-12-29,9183263
2019-12-30,9188278
2019-12-31,9193265
2020-01-01,9198245
2020-01-02,9203924
2020-01-03,9210446
2020-01-04,9217016
2020-01-05,9223504
2020-01-06,9230090
2020-01-07,9236623
2020-01-08,9243118
2020-01-09,9249648
2020-01-10,9256199
2020-01-11,9262727
2020-01-12,9269242
2020-01-13,9275782
2020-01-14,9282307
2020-01-15,9288793
2020-01-16,9295326
2020-01-17,9301875
2020-01-18,9308391
2020-01-19,9314961
2020-01-20,9321479
2020-01-21,9328051
2020-01-22,9334523
2020-01-23,9341098
2020-01-24,9347612
2020-01-25,9354103
2020-01-26,9360598
2020-01-27,9367150
2020-01-28,9373661
2020-01-29,9380212
2020-01-30,9386664
2020-01-31,9393153
2020-02-01,9399641
2020-02-02,9406178
2020-02-03,9412702
2020-02-04,9419268
2020-02-05,9425724
2020-02-06,9432240
2020-02-07,9438749
2020-02-08,9445216
2020-02-09,9451707
2020-02-10,9458299
2020-02-11,9464833
2020-02-12,9471296
2020-02-13,9477777
2020-02-14,9484270
2020-02-15,9490742
2020-02-16,9497294
2020-02-17,9503741
2020-02-18,9510221
2020-02-19,9516778
2020-02-20,9523258
2020-02-21,9529733
2020-02-22,9536261
2020-02-23,9542793
2020-02-24,9549274
2020-02-25,9555730
2020-02-26,9562258
2020-02-27,9568771
2020-02-28,9575272
2020-02-29,9581791
2020-03-01,9588286
2020-03-02,9594819
2020-03-03,9601320
2020-03-04,9607856
2020-03-05,9614265
2020-03-06,9620833
2020-03-07,9627373
2020-03-08,9633925
2020-03-09,9640356
2020-03-10,9646854
2020-03-11,9653383
2020-03-12,9659831
2020-03-13,9666213
2020-03-14,9672703
2020-03-15,9679216
2020-03-16,9685704
2020-03-17,9692213
2020-03-18,9698744
2020-03-19,9705226
2020-03-20,9711662
2020-03-21,9718106
2020-03-22,9724406
2020-03-23,9730854
2020-03-24,9737202
2020-03-25,9743576
2020-03-26,9750054
2020-03-27,9756608
2020-03-28,9763096
2020-03-29,9769669
2020-03-30,9776129
2020-03-31,9782601
2020-04-01,9789154
2020-04-02,9795638
2020-04-03,9802165
2020-04-04,9808656
2020-04-05,9815163
2020-04-06,9821596
2020-04-07,9828150
2020-04-08,9834652
2020-04-09,9841131
2020-04-10,9847646
2020-04-11,9854058
2020-04-12,9860639
2020-04-13,9867149
2020-04-14,9873631
2020-04-15,9880122
2020-04-16,9886591
2020-04-17,9893036
2020-04-18,9899480
2020-04-19,9905967
2020-04-20,9912463
2020-04-21,9918900
2020-04-22,9925381
2020-04-23,9931835
2020-04-24,9938311
2020-04-25,9944729
2020-04-26,9951187
2020-04-27,9957640
2020-04-28,9964060
2020-04-29,9970586
2020-04-30,9976963
2020-05-01,9983438
2020-05-02,9989909
2020-05-03,9996330
2020-05-04,10002871
2020-05-05,10009377
2020-05-06,10015763
2020-05-07,10022218
2020-05-08,10028704
2020-05-09,10035102
2020-05-10,10041595
2020-05-11,10048030
2020-05-12,10054428
2020-05-13,10060912
2020-05-14,10067367
2020-05-15,10073790
2020-05-16,10080192
2020-05-17,10086663
2020-05-18,10093069
2020-05-19,10099455
2020-05-20,10105910
2020-05-21,10112365
2020-05-22,10118718
2020-05-23,10125231
2020-05-24,10131642
2020-05-25,10138005
2020-05-26,10144483
2020-05-27,10150927
2020-05-28,10157340
2020-05-29,10163774
2020-05-30,10170214
2020-05-31,10176689
2020-06-01,10183090
2020-06-02,10189548
2020-06-03,10195949
2020-06-04,10202376
2020-06-05,10208860
2020-06-06,10215295
2020-06-07,10221761
2020-06-08,10228172
2020-06-09,10234652
2020-06-10,10241024
2020-06-11,10247482
2020-06-12,10253988
2020-06-13,10260476
2020-06-14,10267002
2020-06-15,10273464
2020-06-16,10279899
2020-06-17,10286315
2020-06-18,10292765
2020-06-19,10299268
2020-06-20,10305731
2020-06-21,10312236
2020-06-22,10318691
2020-06-23,10325133
2020-06-24,10331616
2020-06-25,10338066
2020-06-26,10344514
2020-06-27,10350879
2020-06-28,10357401
2020-06-29,10363794
2020-06-30,10370273
2020-07-01,10376682
2020-07-02,10383124
2020-07-03,10389599
2020-07-04,10396026
2020-07-05,10402520
2020-07-06,10408977
2020-07-07,10415469
2020-07-08,10421975
2020-07-09,10428405
2020-07-10,10434811
2020-07-11,10441344
2020-07-12,10447835
2020-07-13,10454328
2020-07-14,10460734
2020-07-15,10467199
2020-07-16,10473613
2020-07-17,10480067
2020-07-18,10486593
2020-07-19,10493044
2020-07-20,10499480
2020-07-21,10505860
2020-07-22,10512320
2020-07-23,10518842
2020-07-24,10525344
2020-07-25,10531699
2020-07-26,10538187
2020-07-27,10544631
2020-07-28,10551107
2020-07-29,10557619
2020-07-30,10564005
2020-07-31,10570484
2020-08-01,10577001
2020-08-02,10583487
2020-08-03,10589963
2020-08-04,10596368
2020-08-05,10602825
2020-08-06,10609340
2020-08-07,10615823
2020-08-08,10622280
2020-08-09,10628810
2020-08-10,10635292
2020-08-11,10641760
2020-08-12,10648267
2020-08-13,10654746
2020-08-14,10661250
2020-08-15,10667725
2020-08-16,10674230
2020-08-17,10680628
2020-08-18,10687189
2020-08-19,10693696
2020-08-20,10700230
2020-08-21,10706720
2020-08-22,10713176
2020-08-23,10719753
2020-08-24,10726269
2020-08-25,10732694
2020-08-26,10739263
2020-08-27,10745760
2020-08-28,10752293
2020-08-29,10758801
2020-08-30,10765332
2020-08-31,10771924
2020-09-01,10778455
2020-09-02,10784946
2020-09-03,10791409
2020-09-04,10798016
2020-09-05,10804558
2020-09-06,10811169
2020-09-07,10817639
2020-09-08,10824162
2020-09-09,10830652
2020-09-10,10837162
2020-09-11,10843733
2020-09-12,10850234
2020-09-13,10856779
2020-09-14,10863237
2020-09-15,10869788
2020-09-16,10876242
2020-09-17,10882832
2020-09-18,10889267
2020-09-19,10895793
2020-09-20,10902386
2020-09-21,10908953
2020-09-22,10915392
2020-09-23,10921919
2020-09-24,10928432
2020-09-25,10934884
2020-09-26,10941310
2020-09-27,10947678
2020-09-28,10954082
2020-09-29,10960469
2020-09-30,10966873
2020-10-01,10973298
2020-10-02,10979659
2020-10-03,10986034
2020-10-04,10992407
2020-10-05,10998853
2020-10-06,11005325
2020-10-07,11011662
2020-10-08,11017963
2020-10-09,11024341
2020-10-10,11030850
2020-10-11,11037419
2020-10-12,11043876
2020-10-13,11050450
2020-10-14,11056988
2020-10-15,11063553
2020-10-16,11070049
2020-10-17,11076576
2020-10-18,11083026
2020-10-19,11089620
2020-10-20,11096125
2020-10-21,11102638
2020-10-22,11109176
2020-10-23,11115650
2020-10-24,11122232
2020-10-25,11128711
2020-10-26,11135177
2020-10-27,11141722
2020-10-28,11148273
2020-10-29,11154799
2020-10-30,11161290
2020-10-31,11167816
2020-11-01,11174327
2020-11-02,11180801
2020-11-03,11187319
2020-11-04,11193846
2020-11-05,11200360
2020-11-06,11206899
2020-11-07,11213399
2020-11-08,11219937
2020-11-09,11226444
2020-11-10,11232896
2020-11-11,11239424
2020-11-12,11245936
2020-11-13,11252470
2020-11-14,11259012
2020-11-15,11265558
2020-11-16,11272034
2020-11-17,11278559
2020-11-18,11285015
2020-11-19,11291624
2020-11-20,11298076
2020-11-21,11304642
2020-11-22,11311151
2020-11-23,11317602
2020-11-24,11324169
2020-11-25,11330638
2020-11-26,11337171
2020-11-27,11343588
2020-11-28,11350187
2020-11-29,11356699
2020-11-30,11363269
2020-12-01,11369788
2020-12-02,11376229
2020-12-03,11382788
2020-12-04,11389237
2020-12-05,11395732
2020-12-06,11402290
2020-12-07,11408755
2020-12-08,11415239
2020-12-09,11421842
2020-12-10,11428267
2020-12-11,11434753
2020-12-12,11441244
2020-12-13,11447731
2020-12-14,11454255
2020-12-15,11460744
2020-12-16,11467279
2020-12-17,11473819
2020-12-18,11480310
2020-12-19,11486824
2020-12-20,11493366
2020-12-21,11499870
2020-12-22,11506372
2020-12-23,11512969
2020-12-24,11519439
2020-12-25,11525874
2020-12-26,11532457
2020-12-27,11538965
2020-12-28,11545562
2020-12-29,11551972
2020-12-30,11558516
2020-12-31,11565018
2021-01-01,11571563
2021-01-02,11578164
2021-01-03,11584640
2021-01-04,11591157
2021-01-05,11597689
2021-01-06,11604174
2021-01-07,11610610
2021-01-08,11617203
2021-01-09,11623679
2021-01-10,11630233
2021-01-11,11636761
2021-01-12,11643316
2021-01-13,11649877
2021-01-14,11656283
2021-01-15,11662864
2021-01-16,11669372
2021-01-17,11675866
2021-01-18,11682362
2021-01-19,11688895
2021-01-20,11695473
2021-01-21,11701951
2021-01-22,11708432
2021-01-23,11714973
2021-01-24,11721454
2021-01-25,11727978
2021-01-26,11734492
2021-01-27,11740960
2021-01-28,11747458
2021-01-29,11753911
2021-01-30,11760301
2021-01-31,11766938
2021-02-01,11773427
2021-02-02,11779921
2021-02-03,11786405
2021-02-04,11792921
2021-02-05,11799368
2021-02-06,11805887
2021-02-07,11812441
2021-02-08,11818909
2021-02-09,11825394
2021-02-10,11831922
2021-02-11,11838439
2021-02-12,11844963
2021-02-13,11851386
2021-02-14,11857945
2021-02-15,11864441
2021-02-16,11870926
2021-02-17,11877475
2021-02-18,11883922
2021-02-19,11890499
2021-02-20,11896994
2021-02-21,11903479
2021-02-22,11909975
2021-02-23,11916477
2021-02-24,11922946
2021-02-25,11929461
2021-02-26,11936003
2021-02-27,11942492
2021-02-28,11948959
2021-03-01,11955435
2021-03-02,11961985
2021-03-03,11968393
2021-03-04,11974908
2021-03-05,11981433
2021-03-06,11987996
2021-03-07,11994473
2021-03-08,12000973
2021-03-09,12007406
2021-03-10,12013938
2021-03-11,12020353
2021-03-12,12026823
2021-03-13,12033335
2021-03-14,12039857
2021-03-15,12046294
2021-03-16,12052814
2021-03-17,12059298
2021-03-18,12065799
2021-03-19,12072305
2021-03-20,12078832
2021-03-21,12085253
2021-03-22,12091743
2021-03-23,12098248
2021-03-24,12104732
2021-03-25,12111246
2021-03-26,12117785
2021-03-27,12124270
2021-03-28,12130763
2021-03-29,12137274
2021-03-30,12143792
2021-03-31,12150244
2021-04-01,12156760
2021-04-02,12163214
2021-04-03,12169741
2021-04-04,12176302
2021-04-05,12182812
2021-04-06,12189295
2021-04-07,12195832
2021-04-08,12202287
2021-04-09,12208744
2021-04-10,12215326
2021-04-11,12221872
2021-04-12,12228388
2021-04-13,12234862
2021-04-14,12241311
2021-04-15,12247811
2021-04-16,12254244
2021-04-17,12260711
2021-04-18,12267212
2021-04-19,12273612
2021-04-20,12280192
2021-04-21,12286711
2021-04-22,12293128
2021-04-23,12299578
2021-04-24,12306078
2021-04-25,12312587
2021-04-26,12319058
2021-04-27,12325546
2021-04-28,12332009
2021-04-29,12338493
2021-04-30,12344944
2021-05-01,12351433
2021-05-02,12357851
2021-05-03,12364358
2021-05-04,12370862
2021-05-05,12377380
2021-05-06,12383846
2021-05-07,12390293
2021-05-08,12396779
2021-05-09,12403257
2021-05-10,12409774
2021-05-11,12416221
2021-05-12,12422660
2021-05-13,12429198
2021-05-14,12435675
2021-05-15,12442149
2021-05-16,12448607
2021-05-17,12455026
2021-05-18,12461489
2021-05-19,12467912
2021-05-20,12474375
2021-05-21,12480785
2021-05-22,12487247
2021-05-23,12493701
2021-05-24,12500188
2021-05-25,12506592
2021-05-26,12513023
2021-05-27,12519448
2021-05-28,12525911
2021-05-29,12532378
2021-05-30,12538795
2021-05-31,12545218
2021-06-01,12551696
2021-06-02,12558202
2021-06-03,12564606
2021-06-04,12571125
2021-06-05,12577559
2021-06-06,12584091
2021-06-07,12590522
2021-06-08,12596997
2021-06-09,12603434
2021-06-10,12609896
2021-06-11,12616350
2021-06-12,12622784
2021-06-13,12629257
2021-06-14,12635688
2021-06-15,12642193
2021-06-16,12648592
2021-06-17,12655064
2021-06-18,12661469
2021-06-19,12667895
2021-06-20,12674364
2021-06-21,12680680
2021-06-22,12687117
2021-06-23,12693546
2021-06-24,12699964
2021-06-25,12706306
2021-06-26,12712733
2021-06-27,12719181
2021-06-28,12725647
2021-06-29,12732053
2021-06-30,12738508
2021-07-01,12744858
2021-07-02,12751295
2021-07-03,12757712
2021-07-04,12764170
2021-07-05,12770589
2021-07-06,12777014
2021-07-07,12783404
2021-07-08,12789854
2021-07-09,12796260
2021-07-10,12802707
2021-07-11,12809130
2021-07-12,12815507
2021-07-13,12821814
2021-07-14,12828204
2021-07-15,12834631
2021-07-16,12840970
2021-07-17,12847327
2021-07-18,12853698
2021-07-19,12860133
2021-07-20,12866472
2021-07-21,12872886
2021-07-22,12879308
2021-07-23,12885654
2021-07-24,12892111
2021-07-25,12898512
2021-07-26,12904850
2021-07-27,12911127
2021-07-28,12917418
2021-07-29,12923774
2021-07-30,12930041
2021-07-31,12936339
2021-08-01,12942653
2021-08-02,12949049
2021-08-03,12955395
2021-08-04,12961717
2021-08-05,12968066
2021-08-06,12974517
2021-08-07,12981066
2021-08-08,12987562
2021-08-09,12994067
2021-08-10,13000574
2021-08-11,13006975
2021-08-12,13013485
2021-08-13,13019959
2021-08-14,13026459
2021-08-15,13032879
2021-08-16,13039379
2021-08-17,13045895
2021-08-18,13052294
2021-08-19,13058859
2021-08-20,13065318
2021-08-21,13071749
2021-08-22,13078270
2021-08-23,13084679
2021-08-24,13091188
2021-08-25,13097627
2021-08-26,13104131
2021-08-27,13110562
2021-08-28,13117022
2021-08-29,13123511
2021-08-30,13129983
2021-08-31,13136426
2021-09-01,13142881
2021-09-02,13149422
2021-09-03,13155888
2021-09-04,13162317
2021-09-05,13168846
2021-09-06,13175305
2021-09-07,13181722
2021-09-08,13188217
2021-09-09,13194683
2021-09-10,13201142
2021-09-11,13207538
2021-09-12,13214076
2021-09-13,13220488
2021-09-14,13226949
2021-09-15,13233403
2021-09-16,13239895
2021-09-17,13246362
2021-09-18,13252813
2021-09-19,13259321
2021-09-20,13265753
2021-09-21,13272249
2021-09-22,13278686
2021-09-23,13285097
2021-09-24,13291552
2021-09-25,13298125
2021-09-26,13304527
2021-09-27,13310981
2021-09-28,13317339
2021-09-29,13323751
2021-09-30,13330089
2021-10-01,13336574
2021-10-02,13342962
2021-10-03,13349325
2021-10-04,13355691
2021-10-05,13362102
2021-10-06,13368529
2021-10-07,13374853
2021-10-08,13381270
2021-10-09,13387619
2021-10-10,13393994
2021-10-11,13400376
2021-10-12,13406729
2021-10-13,13413049
2021-10-14,13419379
2021-10-15,13425697
2021-10-16,13432143
2021-10-17,13438528
2021-10-18,13444844
2021-10-19,13451284
2021-10-20,13457638
2021-10-21,13464125
2021-10-22,13470536
2021-10-23,13476884
2021-10-24,13483243
2021-10-25,13489661
2021-10-26,13496075
2021-10-27,13502420
2021-10-28,13508828
2021-10-29,13515196
2021-10-30,13521541
2021-10-31,13527858
2021-11-01,13534281
2021-11-02,13540589
2021-11-03,13546974
2021-11-04,13553256
2021-11-05,13559702
2021-11-06,13566041
2021-11-07,13572493
2021-11-08,13578839
2021-11-09,13585211
2021-11-10,13591593
2021-11-11,13597966
2021-11-12,13604387
2021-11-13,13610713
2021-11-14,13617058
2021-11-15,13623377
2021-11-16,13629631
2021-11-17,13636021
2021-11-18,13642393
2021-11-19,13648625
2021-11-20,13654920
2021-11-21,13661207
2021-11-22,13667574
2021-11-23,13673913
2021-11-24,13680217
2021-11-25,13686520
2021-11-26,13692738
2021-11-27,13699124
2021-11-28,13705380
2021-11-29,13711587
2021-11-30,13717846
2021-12-01,13724083
2021-12-02,13730329
2021-12-03,13736623
2021-12-04,13742800
2021-12-05,13749028
2021-12-06,13755301
2021-12-07,13761567
2021-12-08,13767792
2021-12-09,13774074
2021-12-10,13780501
2021-12-11,13786989
2021-12-12,13793512
2021-12-13,13799998
2021-12-14,13806389
2021-12-15,13812867
2021-12-16,13819264
2021-12-17,13825732
2021-12-18,13832240
2021-12-19,13838693
2021-12-20,13845238
2021-12-21,13851680
2021-12-22,13858106
2021-12-23,13864521
2021-12-24,13870989
2021-12-25,13877449
2021-12-26,13883916
2021-12-27,13890393
2021-12-28,13896835
2021-12-29,13903354
2021-12-30,13909786
2021-12-31,13916165
2022-01-01,13922671
2022-01-02,13929166
2022-01-03,13935627
2022-01-04,13942121
2022-01-05,13948581
2022-01-06,13954973
2022-01-07,13961396
2022-01-08,13967921
2022-01-09,13974426
2022-01-10,13980848
2022-01-11,13987375
2022-01-12,13993832
2022-01-13,14000270
2022-01-14,14006709
2022-01-15,14013195
2022-01-16,14019699
2022-01-17,14026167
2022-01-18,14032629
2022-01-19,14039102
2022-01-20,14045591
2022-01-21,14051984
2022-01-22,14058540
2022-01-23,14064996
2022-01-24,14071445
2022-01-25,14077905
2022-01-26,14084332
2022-01-27,14090826
2022-01-28,14097298
2022-01-29,14103759
2022-01-30,14110298
2022-01-31,14116760
2022-02-01,14123261
2022-02-02,14129715
2022-02-03,14136138
2022-02-04,14142694
2022-02-05,14149081
2022-02-06,14155620
2022-02-07,14162081
2022-02-08,14168511
2022-02-09,14174988
2022-02-10,14181426
2022-02-11,14187946
2022-02-12,14194417
2022-02-13,14200887
2022-02-14,14207338
2022-02-15,14213858
2022-02-16,14220268
2022-02-17,14226744
2022-02-18,14233162
2022-02-19,14239569
2022-02-20,14246087
2022-02-21,14252521
2022-02-22,14258984
2022-02-23,14265471
2022-02-24,14271956
2022-02-25,14278386
2022-02-26,14284846
2022-02-27,14291334
2022-02-28,14297758
2022-03-01,14304253
2022-03-02,14310657
2022-03-03,14317108
2022-03-04,14323604
2022-03-05,14329980
2022-03-06,14336401
2022-03-07,14342847
2022-03-08,14349239
2022-03-09,14355747
2022-03-10,14362227
2022-03-11,14368558
2022-03-12,14375067
2022-03-13,14381394
2022-03-14,14387852
2022-03-15,14394257
2022-03-16,14400648
2022-03-17,14407074
2022-03-18,14413492
2022-03-19,14419941
2022-03-20,14426367
2022-03-21,14432774
2022-03-22,14439220
2022-03-23,14445660
2022-03-24,14452084
2022-03-25,14458508
2022-03-26,14464915
2022-03-27,14471310
2022-03-28,14477773
2022-03-29,14484225
2022-03-30,14490619
2022-03-31,14497033
2022-04-01,14503464
2022-04-02,14509821
2022-04-03,14516247
2022-04-04,14522570
2022-04-05,14529006
2022-04-06,14535424
2022-04-07,14541846
2022-04-08,14548184
2022-04-09,14554613
2022-04-10,14561014
2022-04-11,14567461
2022-04-12,14573907
2022-04-13,14580219
2022-04-14,14586627
2022-04-15,14593048
2022-04-16,14599452
2022-04-17,14605883
2022-04-18,14612233
2022-04-19,14618642
2022-04-20,14625066
2022-04-21,14631356
2022-04-22,14637770
2022-04-23,14644141
2022-04-24,14650514
2022-04-25,14656856
2022-04-26,14663176
2022-04-27,14669557
2022-04-28,14675905
2022-04-29,14682281
2022-04-30,14688629
2022-05-01,14695010
2022-05-02,14701368
2022-05-03,14707705
2022-05-04,14713963
2022-05-05,14720258
2022-05-06,14726563
2022-05-07,14732821
2022-05-08,14739154
2022-05-09,14745349
2022-05-10,14751557
2022-05-11,14757895
2022-05-12,14764083
2022-05-13,14770450
2022-05-14,14776687
2022-05-15,14782976
2022-05-16,14789264
2022-05-17,14795549
2022-05-18,14801795
2022-05-19,14807907
2022-05-20,14814061
2022-05-21,14820221
2022-05-22,14826343
2022-05-23,14832562
2022-05-24,14838636
2022-05-25,14844801
2022-05-26,14850893
2022-05-27,14857111
2022-05-28,14863277
2022-05-29,14869434
2022-05-30,14875530
2022-05-31,14881676
2022-06-01,14887795
2022-06-02,14893954
2022-06-03,14900089
2022-06-04,14905987
2022-06-05,14911926
2022-06-06,14917720
2022-06-07,14923677
2022-06-08,14929560
2022-06-09,14935368
2022-06-10,14941265
2022-06-11,14947131
2022-06-12,14952970
2022-06-13,14958805
2022-06-14,14964552
2022-06-15,14970302
2022-06-16,14976122
2022-06-17,14981992
2022-06-18,14987808
2022-06-19,14993519
2022-06-20,14999390
2022-06-21,15004855
2022-06-22,15010210
2022-06-23,15015519
2022-06-24,15020885
2022-06-25,15026232
2022-06-26,15031542
2022-06-27,15036953
2022-06-28,15042265
2022-06-29,15047597
2022-06-30,15053225
2022-07-01,15059680
2022-07-02,15066168
2022-07-03,15072708
2022-07-04,15079143
2022-07-05,15085620
2022-07-06,15092100
2022-07-07,15098519
2022-07-08,15105072
2022-07-09,15111486
2022-07-10,15117981
2022-07-11,15124465
2022-07-12,15130976
2022-07-13,15137388
2022-07-14,15143928
2022-07-15,15150364
2022-07-16,15156812
2022-07-17,15163238
2022-07-18,15169694
2022-07-19,15176170
2022-07-20,15182613
2022-07-21,15189087
2022-07-22,15195555
2022-07-23,15202011
2022-07-24,15208412
2022-07-25,15214807
2022-07-26,15221187
2022-07-27,15227620
2022-07-28,15234058
2022-07-29,15240481
2022-07-30,15246902
2022-07-31,15253305
2022-08-01,15259746
2022-08-02,15266192
